gid;nom_parc;n_parcel;id_zde;id_parc;id_mat;numero;x_pc;y_pc;etat_icpe;etat_mat;en_service;date_prod;date_demol;id_poste;id_au;ht_max;ht_mat;ht_nacelle;diam_rotor;precis_pos;sys_coord;srce_geom;alt_base;PU_NOMINAL;DATE_REAL;POSTSRCE;ETAT_AU;LEG_MAT;TYPE_EOL;NOM_COM;INSEE_COM;FUSION_COM;COMORIGINE;fid;ID_PC;ID_MAP;ID_S3IC;ID_EOL;MANDATAIRE;TYPE_ETAT;PUISSANCE;ALTITUDE_B;ALTITUDE_S;DEPT;EPSG;X;Y;etat_proce;etat_eolie;INSEE;STATUT;idMat;idParc;codeCom;libCom;codeDep;modele;hauteur;sourceGeom;Xlamb93;Ylamb93;gml_id;x_icpe;y_icpe;d_service;e_adm_mat;n_parc;n_commune;obs;xcoord;ycoord;i_mat_anc;i_parc_anc;i_pc_anc;c_mat_diff;n_mat_diff;departemen;communes;geo_point_;layer
2197;Null;Null;24_1807;18_0003B;18_0003B_04;Null;641576;6665889;Null;CO;OUI;03/01/2011;Null;Null;Null;145;NaN;NaN;NaN;M;Null;Permis de construire;NaN;2.5;Null;Null;Null;Null;Null;Null;Null;Null;Null;677;PC1823705D0012;50;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_centre
2198;Null;Null;Null;28_0054;28_0054_01;Null;567392.84;6830497.15;Null;CO;OUI;19/01/2016;Null;Null;Null;130;NaN;NaN;NaN;M;Null;Permis de construire;NaN;2;Null;Null;Null;Null;Null;Null;Null;Null;Null;678;28386050010;540;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_centre
2199;Null;Null;24_1807;18_0003B;18_0003B_01;Null;640712;6666929;Null;CO;OUI;03/01/2011;Null;Null;Null;145;NaN;NaN;NaN;M;Null;Permis de construire;NaN;2.5;Null;Null;Null;Null;Null;Null;Null;Null;Null;679;PC1823705D0012;47;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_centre
2200;Null;Null;24_1807;18_0002;18_0002_02;Null;637594.99;6672007.83;Null;CO;OUI;16/08/2011;Null;Null;Null;145;NaN;NaN;NaN;M;Null;Permis de construire;NaN;2.4;Null;Null;Null;Null;Null;Null;Null;Null;Null;681;PC19005N0012;34;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_centre
2201;Null;Null;Null;28_0050A;28_0050A_05;Null;620428.79;6794795.09;Null;CO;OUI;01/08/2009;Null;Null;Null;138;NaN;NaN;82;M;Null;Permis de construire;NaN;2;Null;Null;Null;Null;Null;Null;Null;Null;Null;682;02828405NE005;199;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_centre
2202;Null;Null;Null;28_0050B;28_0050B_05;Null;620610.13;6796160.61;Null;CO;OUI;01/10/2010;Null;Null;Null;138;NaN;NaN;82;M;Null;Permis de construire;NaN;2;Null;Null;Null;Null;Null;Null;Null;Null;Null;683;02831905NE001;555;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_centre
2203;Null;Null;Null;28_0050A;28_0050A_04;Null;620735.5;6795258.16;Null;CO;OUI;01/08/2009;Null;Null;Null;138;NaN;NaN;82;M;Null;Permis de construire;NaN;2;Null;Null;Null;Null;Null;Null;Null;Null;Null;684;02828405NE004;200;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_centre
2204;Null;Null;Null;28_0001G;28_0001G_02;Null;617116.06;6787765.44;Null;CO;OUI;26/12/2005;Null;Null;Null;125;NaN;NaN;90;M;Null;Permis de construire;NaN;2.3;Null;Null;Null;Null;Null;Null;Null;Null;Null;689;1990200014;393;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_centre
2205;Null;Null;Null;28_0014;28_0014_01;Null;618429;6791561.98;Null;CO;OUI;02/07/2007;Null;Null;Null;125;NaN;NaN;90;M;Null;Permis de construire;NaN;2.5;Null;Null;Null;Null;Null;Null;Null;Null;Null;690;19904NE014;401;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_centre
2206;Null;Null;Null;18_0013;18_0013_03;Null;619677.9;6669002.8;Null;CO;OUI;16/08/2011;Null;Null;Null;150;NaN;NaN;NaN;M;Null;Permis de construire;NaN;2.5;Null;Null;Null;Null;Null;Null;Null;Null;Null;691;PC16707D0001;31;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_centre
2207;Null;Null;Null;28_0044;28_0044_03;Null;614080.44;6795570.45;Null;CO;OUI;22/11/2008;Null;Null;Null;146;NaN;NaN;92;M;Null;Permis de construire;NaN;2;Null;Null;Null;Null;Null;Null;Null;Null;Null;692;16404NE11;277;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_centre
2208;Null;Null;Null;28_0044;28_0044_08;Null;614503.99;6796978.05;Null;CO;OUI;22/11/2008;Null;Null;Null;146;NaN;NaN;92;M;Null;Permis de construire;NaN;2;Null;Null;Null;Null;Null;Null;Null;Null;Null;693;16404NE8;282;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_centre
2209;Null;Null;Null;28_0013;28_0013_01;Null;617449.44;6791183.43;Null;CO;OUI;23/05/2007;Null;Null;Null;125;NaN;NaN;90;M;Null;Permis de construire;NaN;2.5;Null;Null;Null;Null;Null;Null;Null;Null;Null;694;19904NE015;397;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_centre
2210;Null;BH87;Null;18_0018;18_0018_05;Null;620745.7;6669329.94;Null;CO;OUI;29/11/2016;Null;Null;Null;150;119;NaN;112;M;Null;Permis de construire;NaN;3;Null;Null;Null;Null;Null;Null;Null;Null;Null;698;018-140-011-10018;76;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_centre
2211;Null;Null;Null;28_0050A;28_0050A_03;Null;621024.94;6795696.44;Null;CO;OUI;01/08/2009;Null;Null;Null;138;NaN;NaN;82;M;Null;Permis de construire;NaN;2;Null;Null;Null;Null;Null;Null;Null;Null;Null;699;02505NE003;198;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_centre
2212;Null;YA62;24_1807;18_0018;18_0018_06;Null;621159.28;6670150.86;Null;CO;OUI;29/11/2016;Null;Null;Null;150;119;NaN;112;M;Null;Permis de construire;NaN;3;Null;Null;Null;Null;Null;Null;Null;Null;Null;700;018-140-011-10019;77;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_centre
2213;Null;Null;24_3603;36_0023;36_0023_03;Null;621868.6;6660624.78;Null;CO;OUI;16/08/2016;Null;Null;Null;150;100;NaN;100;M;Null;Permis de construire;NaN;2.5;Null;Null;Null;Null;Null;Null;Null;Null;Null;702;06509N0001;762;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_centre
2214;Null;Null;Null;28_0035A;28_0035A_04;Null;622200.82;6809714.46;Null;CO;OUI;16/06/2011;Null;Null;Null;130;NaN;NaN;NaN;M;Null;Permis de construire;NaN;2.3;Null;Null;Null;Null;Null;Null;Null;Null;Null;704;2940500006;549;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_centre
2215;Null;Null;Null;28_0035C;28_0035C_02;Null;622485.47;6808391.96;Null;CO;OUI;27/06/2011;Null;Null;Null;138;NaN;NaN;82;M;Null;Permis de construire;NaN;2.3;Null;Null;Null;Null;Null;Null;Null;Null;Null;705;1830500012;364;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_centre
2216;Null;Null;24_3603;36_0024;36_0024_06;Null;622666.11;6660434.96;Null;CO;OUI;06/04/2015;Null;Null;Null;150;100;NaN;100;M;Null;Permis de construire;NaN;2.5;Null;Null;Null;Null;Null;Null;Null;Null;Null;706;19909N0004;766;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_centre
2217;Null;Null;Null;28_0044;28_0044_05;Null;614639.92;6798515.55;Null;CO;OUI;22/11/2008;Null;Null;Null;146;NaN;NaN;92;M;Null;Permis de construire;NaN;2;Null;Null;Null;Null;Null;Null;Null;Null;Null;709;16404NE10;279;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_centre
2218;Null;Null;Null;28_0035C;28_0035C_01;Null;622579.86;6807960.45;Null;CO;OUI;27/06/2011;Null;Null;Null;138;NaN;NaN;82;M;Null;Permis de construire;NaN;2.3;Null;Null;Null;Null;Null;Null;Null;Null;Null;712;1830500011;363;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_centre
2219;Null;Null;Null;28_0002A;28_0002A_04;Null;601932.32;6805272.78;Null;CO;OUI;Null;Null;Null;Null;150;150;NaN;NaN;M;Null;Permis de construire;NaN;2.3;Null;Null;Null;Null;Null;Null;Null;Null;Null;715;470200005;225;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_centre
2220;Null;Null;Null;28_0035A;28_0035A_01;Null;623006.9;6809186.99;Null;CO;OUI;15/06/2011;Null;Null;Null;130;NaN;NaN;NaN;M;Null;Permis de construire;NaN;2.3;Null;Null;Null;Null;Null;Null;Null;Null;Null;718;1830500015;546;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_centre
2221;Null;Null;Null;28_0035D;28_0035D_04;Null;623168.34;6803712.84;Null;CO;OUI;16/09/2011;Null;Null;Null;130;NaN;NaN;NaN;M;Null;Permis de construire;NaN;2.3;Null;Null;Null;Null;Null;Null;Null;Null;Null;719;1830500019;545;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_centre
2222;Null;Null;Null;28_0035A;28_0035A_02;Null;623183.85;6808251.13;Null;CO;OUI;15/06/2011;Null;Null;Null;130;NaN;NaN;NaN;M;Null;Permis de construire;NaN;2.3;Null;Null;Null;Null;Null;Null;Null;Null;Null;720;1830500016;547;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_centre
2223;Null;Null;Null;36_0012;36_0012_05;Null;626163.47;6653962.12;Null;CO;OUI;23/12/2009;Null;Null;Null;145;100;NaN;90;M;Null;Permis de construire;NaN;2.4;Null;Null;Null;Null;Null;Null;Null;Null;Null;721;19505H0099;747;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_centre
2224;Null;Null;24_1807;18_0006;18_0006_04;Null;626222.46;6670417.48;Null;CO;OUI;15/10/2012;Null;Null;Null;150;NaN;NaN;NaN;M;Null;Permis de construire;NaN;2;Null;Null;Null;Null;Null;Null;Null;Null;Null;722;PC06407D0006;8;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_centre
2225;Null;Null;24_1807;18_0006;18_0006_06;Null;626323.62;6670003.13;Null;CO;OUI;15/10/2012;Null;Null;Null;150;NaN;NaN;NaN;M;Null;Permis de construire;NaN;2;Null;Null;Null;Null;Null;Null;Null;Null;Null;723;PC06407D0008;10;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_centre
2226;Null;Null;Null;36_0012;36_0012_06;Null;626414.5;6654397.56;Null;CO;OUI;23/12/2009;Null;Null;Null;145;100;NaN;90;M;Null;Permis de construire;NaN;2.4;Null;Null;Null;Null;Null;Null;Null;Null;Null;724;19505H0099;748;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_centre
2227;Null;ZH15;Null;28_0071;28_0071_03;Null;609055.992;6793772.034;Null;CO;OUI;20/04/2018;Null;Null;Null;150;NaN;NaN;122;M;Null;Dossier ICPE;138;3.3;Null;Null;Null;Null;Null;Null;Null;Null;Null;726;281641400008;584;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_centre
2228;Null;ZH8;Null;28_0071;28_0071_04;Null;608782.191;6794190.498;Null;CO;OUI;25/04/2018;Null;Null;Null;150;NaN;NaN;122;M;Null;Dossier ICPE;140;3.3;Null;Null;Null;Null;Null;Null;Null;Null;Null;727;281641400008;585;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_centre
2229;Null;Null;Null;36_0013;36_0013_01;Null;627447.29;6655738.64;Null;CO;OUI;27/02/2009;Null;Null;Null;145;100;NaN;90;M;Null;Permis de construire;NaN;2.4;Null;Null;Null;Null;Null;Null;Null;Null;Null;728;12505H0021;723;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_centre
2230;Null;XI14;Null;28_0071;28_0071_05;Null;608537.013;6794554.108;Null;CO;OUI;25/04/2018;Null;Null;Null;150;NaN;NaN;122;M;Null;Dossier ICPE;142;3.3;Null;Null;Null;Null;Null;Null;Null;Null;Null;729;284261400002;586;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_centre
2231;Null;ZH1;Null;36_0046;36_0046_04;Null;617413;6635309;Null;CO;OUI;29/08/2018;Null;Null;Null;180;117;NaN;126;M;Null;Arrêté ICPE;NaN;3.3;Null;Null;Null;Null;Null;Null;Null;Null;Null;730;03624814N0001;930;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_centre
2232;Null;Null;Null;36_0011;36_0011_03;Null;629645.54;6654013.8;Null;CO;OUI;13/05/2009;Null;Null;Null;145;100;NaN;90;M;Null;Permis de construire;NaN;2.4;Null;Null;Null;Null;Null;Null;Null;Null;Null;731;19505H0100;865;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_centre
2233;Null;ZE39;Null;28_0078;28_0078_03;Null;613513.796;6792659.06;Null;CO;OUI;21/12/2018;Null;Null;Null;150;95;NaN;110;M;Null;Arrêté ICPE;NaN;3.4;Null;Null;Null;Null;Null;Null;Null;Null;Null;732;281891300001;579;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_centre
2234;Null;ZP92;Null;28_0078;28_0078_04;Null;613727.688;6794216.238;Null;CO;OUI;21/12/2018;Null;Null;Null;150;95;NaN;110;M;Null;Arrêté ICPE;NaN;3.4;Null;Null;Null;Null;Null;Null;Null;Null;Null;733;283921300001;580;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_centre
2235;Null;ZY9;Null;28_0078;28_0078_05;Null;613860.806;6794718.791;Null;CO;OUI;21/12/2018;Null;Null;Null;150;95;NaN;110;M;Null;Arrêté ICPE;NaN;3.4;Null;Null;Null;Null;Null;Null;Null;Null;Null;734;281641300004;581;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_centre
2236;Null;Null;24_2801;28_0067N;28_0067N_03;Null;585459.56;6794140.06;Null;CO;OUI;02/01/2017;Null;Null;Null;150;150;NaN;NaN;M;Null;Permis de construire;NaN;3;Null;Null;Null;Null;Null;Null;Null;Null;Null;735;1760700012;353;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_centre
2237;Null;Null;24_2801;28_0067N;28_0067N_02;Null;585961.6;6794304.75;Null;CO;OUI;02/01/2017;Null;Null;Null;150;150;NaN;NaN;M;Null;Permis de construire;NaN;3;Null;Null;Null;Null;Null;Null;Null;Null;Null;736;1760700012;354;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_centre
2238;Null;ZH39-40;Null;28_0078;28_0078_01;Null;613608.769;6791587.976;Null;CO;OUI;21/12/2018;Null;Null;Null;150;95;NaN;110;M;Null;Arrêté ICPE;NaN;3.4;Null;Null;Null;Null;Null;Null;Null;Null;Null;737;281891300002;577;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_centre
2239;Null;ZH50;Null;28_0078;28_0078_02;Null;613554.768;6792181.034;Null;CO;OUI;21/12/2018;Null;Null;Null;150;95;NaN;110;M;Null;Arrêté ICPE;NaN;3.4;Null;Null;Null;Null;Null;Null;Null;Null;Null;738;281891300003;578;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_centre
2240;Null;Null;24_2801;28_0067N;28_0067N_01;Null;586425.54;6794457.73;Null;CO;OUI;02/01/2017;Null;Null;Null;150;150;NaN;NaN;M;Null;Permis de construire;NaN;3;Null;Null;Null;Null;Null;Null;Null;Null;Null;739;1760700012;352;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_centre
2241;Null;ZE16;Null;36_0036;36_0036_06;Null;621971.809;6655341.692;Null;CO;OUI;12/11/2018;Null;Null;Null;150;100;NaN;100;M;Null;Arrêté ICPE;NaN;2.2;Null;Null;Null;Null;Null;Null;Null;Null;Null;740;02113N0006;894;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_centre
2242;Null;Null;24_2802;28_0005D;28_0005D_03;Null;611173.62;6804909.88;Null;CO;OUI;19/07/2017;Null;Null;Null;140;NaN;NaN;80;M;Null;Permis de construire;NaN;3.3;Null;Null;Null;Null;Null;Null;Null;Null;Null;742;282151000010;513;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_centre
2243;Null;Null;24_2802;28_0005D;28_0005D_04;Null;608966.25;6804695.58;Null;CO;OUI;24/09/2018;Null;Null;Null;140;NaN;NaN;80;M;Null;Permis de construire;NaN;3.3;Null;Null;Null;Null;Null;Null;Null;Null;Null;743;282151000011;514;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_centre
2244;Null;Null;24_2801;28_0067S;28_0067S_08;Null;586485;6793433.91;Null;CO;OUI;02/01/2017;Null;Null;Null;150;150;NaN;NaN;M;Null;Permis de construire;NaN;3;Null;Null;Null;Null;Null;Null;Null;Null;Null;744;3060700004;355;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_centre
2245;Null;Null;Null;28_0005D;28_0005D_06;Null;609915.28;6805257.24;Null;CO;OUI;19/07/2017;Null;Null;Null;140;NaN;NaN;80;M;Null;Permis de construire;NaN;3.3;Null;Null;Null;Null;Null;Null;Null;Null;Null;745;282151000007;516;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_centre
2246;Null;Null;24_2802;28_0005D;28_0005D_01;Null;610339.07;6805140.81;Null;CO;OUI;19/07/2017;Null;Null;Null;140;NaN;NaN;80;M;Null;Permis de construire;NaN;3.3;Null;Null;Null;Null;Null;Null;Null;Null;Null;746;282151000008;511;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_centre
