gid;nom_parc;n_parcel;id_zde;id_parc;id_mat;numero;x_pc;y_pc;etat_icpe;etat_mat;en_service;date_prod;date_demol;id_poste;id_au;ht_max;ht_mat;ht_nacelle;diam_rotor;precis_pos;sys_coord;srce_geom;alt_base;PU_NOMINAL;DATE_REAL;POSTSRCE;ETAT_AU;LEG_MAT;TYPE_EOL;NOM_COM;INSEE_COM;FUSION_COM;COMORIGINE;fid;ID_PC;ID_MAP;ID_S3IC;ID_EOL;MANDATAIRE;TYPE_ETAT;PUISSANCE;ALTITUDE_B;ALTITUDE_S;DEPT;EPSG;X;Y;etat_proce;etat_eolie;INSEE;STATUT;idMat;idParc;codeCom;libCom;codeDep;modele;hauteur;sourceGeom;Xlamb93;Ylamb93;gml_id;x_icpe;y_icpe;d_service;e_adm_mat;n_parc;n_commune;obs;xcoord;ycoord;i_mat_anc;i_parc_anc;i_pc_anc;c_mat_diff;n_mat_diff;departemen;communes;geo_point_;layer
1;Parc éolien d’apremont;010110000A0559;Null;61.13085;Null;E1;903647.37;6569866.72;Autorisé;Construite en service;OUI;2020-01-01;Null;Null;Null;184.38;138.38;0;92;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_auvergne_rhone_alpes
2;Parc éolien d’apremont;010110000C0001;Null;61.13085;Null;E2;903479.59;6569409.54;Autorisé;Construite en service;OUI;2020-01-02;Null;Null;Null;184.38;138.38;0;92;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_auvergne_rhone_alpes
3;Parc éolien d’apremont;010110000C0001;Null;61.13085;Null;E3;903385.6;6568935.75;Autorisé;Construite en service;OUI;2020-01-03;Null;Null;Null;184.38;138.38;0;92;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_auvergne_rhone_alpes
4;Parc éolien d’apremont;010110000C0165;Null;61.13085;Null;E4;903302.57;6568458.86;Autorisé;Construite en service;OUI;2020-01-04;Null;Null;Null;184.38;138.38;0;92;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_auvergne_rhone_alpes
5;Parc éolien d’apremont;010110000C0165;Null;61.13085;Null;E5;903256.49;6567979.66;Autorisé;Construite en service;OUI;2020-01-05;Null;Null;Null;184.38;138.38;0;92;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_auvergne_rhone_alpes
6;Montagne ardéchoise Sud 3;07175000AM0034;Null;61.12664;Null;E1;775990.97;6397652.89;Autorisé;Construite en service;OUI;Null;Null;Null;Null;126;85;0;0;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_auvergne_rhone_alpes
7;Montagne ardéchoise Sud 3;07175000AM0034;Null;61.12664;Null;E2;776237.4;6397765.67;Autorisé;Construite en service;OUI;Null;Null;Null;Null;126;85;0;0;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_auvergne_rhone_alpes
8;Montagne ardéchoise Sud 3;07175000AM0034;Null;61.12664;Null;E3;776538.34;6397911.2;Autorisé;Construite en service;OUI;Null;Null;Null;Null;126;85;0;0;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_auvergne_rhone_alpes
9;Parc éolien de la forêt de thivolet;262070000X0113;Null;61.12596;Null;E1;869277.98;6455429.7;Autorisé;Construite en service;OUI;Null;Null;Null;Null;150;95;0;110;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_auvergne_rhone_alpes
10;Parc éolien de la forêt de thivolet;262070000X0113;Null;61.12596;Null;E2;869460.33;6455457.23;Autorisé;Construite en service;OUI;Null;Null;Null;Null;150;95;0;110;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_auvergne_rhone_alpes
11;Parc éolien de la forêt de thivolet;262070000X0116;Null;61.12596;Null;E3;869650.23;6455484.81;Autorisé;Construite en service;OUI;Null;Null;Null;Null;150;95;0;110;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_auvergne_rhone_alpes
12;Parc éolien de la forêt de thivolet;262070000D0352;Null;61.12596;Null;E4;870841.1;6455259.35;Autorisé;Construite en service;OUI;Null;Null;Null;Null;150;95;0;110;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_auvergne_rhone_alpes
13;Parc éolien de la forêt de thivolet;262070000D0341;Null;61.12596;Null;E5;871011.73;6455320.83;Autorisé;Construite en service;OUI;Null;Null;Null;Null;150;95;0;110;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_auvergne_rhone_alpes
14;Parc éolien de la forêt de thivolet;262070000D0341;Null;61.12596;Null;E6;871189.43;6455383.48;Autorisé;Construite en service;OUI;Null;Null;Null;Null;150;95;0;110;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_auvergne_rhone_alpes
15;Parc éolien de la forêt de thivolet;262070000D0347;Null;61.12596;Null;E7;871336.07;6454866.19;Autorisé;Construite en service;OUI;Null;Null;Null;Null;150;95;0;110;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_auvergne_rhone_alpes
16;Parc éolien de la forêt de thivolet;262070000D0348;Null;61.12596;Null;E8;871511.14;6454927.03;Autorisé;Construite en service;OUI;Null;Null;Null;Null;150;95;0;110;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_auvergne_rhone_alpes
17;Parc sioulet-chavanon;63053000XC0008;Null;56.0261;56.0261;E4;675962;6513622;Autorisé;Construite en service;OUI;Null;Null;Null;Null;95;0;0;0;Métrique;2154;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_auvergne_rhone_alpes
18;Parc sioulet-chavanon;63053000XC0008;Null;56.0261;56.0261;E5;675959;6513322;Autorisé;Construite en service;OUI;Null;Null;Null;Null;95;0;0;0;Métrique;2154;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_auvergne_rhone_alpes
19;Parc sioulet-chavanon;63053000XC0008;Null;56.0261;56.0261;E6;675869;6513026;Autorisé;Construite en service;OUI;Null;Null;Null;Null;95;0;0;0;Métrique;2154;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_auvergne_rhone_alpes
20;Parc sioulet-chavanon;63289000ZP0004;Null;56.0261;56.0261;E1;676244;6514575;Autorisé;Construite en service;OUI;Null;Null;Null;Null;95;0;0;0;Métrique;2154;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_auvergne_rhone_alpes
21;Parc sioulet-chavanon;63289000ZP0026;Null;56.0261;56.0261;E2;676110;6514272;Autorisé;Construite en service;OUI;Null;Null;Null;Null;95;0;0;0;Métrique;2154;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_auvergne_rhone_alpes
22;Parc sioulet-chavanon;63289000ZP0018;Null;56.0261;56.0261;E3;676063;6513907;Autorisé;Construite en service;OUI;Null;Null;Null;Null;95;0;0;0;Métrique;2154;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_auvergne_rhone_alpes
23;Parc des monts d’ain;012000000C0732;Null;61.12612;Null;E1;893635;6556746;Autorisé;Construite en service;OUI;Null;Null;Null;Null;150;98.5;0;0;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_auvergne_rhone_alpes
24;Parc des monts d’ain;014410000A1098;Null;61.12612;Null;E2;893699;6556179;Autorisé;Construite en service;OUI;Null;Null;Null;Null;150;98.5;0;0;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_auvergne_rhone_alpes
25;Parc des monts d’ain;014410000A1105;Null;61.12612;Null;E3;893915;6555486;Autorisé;Construite en service;OUI;Null;Null;Null;Null;150;98.5;0;0;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_auvergne_rhone_alpes
26;Parc des monts d’ain;010680000B0685;Null;61.12612;Null;E4;893535;6555063;Autorisé;Construite en service;OUI;Null;Null;Null;Null;150;98.5;0;0;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_auvergne_rhone_alpes
27;Parc des monts d’ain;011910000A0510;Null;61.12612;Null;E5;894319;6553976;Autorisé;Construite en service;OUI;Null;Null;Null;Null;150;98.5;0;0;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_auvergne_rhone_alpes
28;Parc des monts d’ain;011910000A0512;Null;61.12612;Null;E6;894115;6553606;Autorisé;Construite en service;OUI;Null;Null;Null;Null;150;98.5;0;0;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_auvergne_rhone_alpes
29;Parc des monts d’ain;011910000A0514;Null;61.12612;Null;E7;894114;6553092;Autorisé;Construite en service;OUI;Null;Null;Null;Null;150;98.5;0;0;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_auvergne_rhone_alpes
30;Parc des monts d’ain;011910000A0516;Null;61.12612;Null;E8;893510;6552563;Autorisé;Construite en service;OUI;Null;Null;Null;Null;150;98.5;0;0;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_auvergne_rhone_alpes
31;Parc des monts d’ain;011910000A0523;Null;61.12612;Null;E9;893739;6552208;Autorisé;Construite en service;OUI;Null;Null;Null;Null;150;98.5;0;0;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_auvergne_rhone_alpes
32;Eolienne des diagots;03268000ZC0060;Null;56.02639;Null;E1;714938.47;6560499.68;Autorisé;Construite en service;OUI;Null;Null;Null;Null;98;0;0;0;Decimetrique;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_auvergne_rhone_alpes
33;Ferme éolienne de saint nicolas des biefs;032480000B1013;Null;56.0265;Null;E8;761789.31;6554993.27;Autorisé;Construite en service;OUI;Null;Null;Null;Null;150;0;0;0;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_auvergne_rhone_alpes
34;Ferme éolienne de saint nicolas des biefs;032480000B1011;Null;56.0265;Null;E6;762201.19;6554474.14;Autorisé;Construite en service;OUI;Null;Null;Null;Null;150;0;0;0;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_auvergne_rhone_alpes
35;Ferme éolienne de saint nicolas des biefs;032480000A1024;Null;56.0265;Null;E5;762420;6554216.71;Autorisé;Construite en service;OUI;Null;Null;Null;Null;150;0;0;0;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_auvergne_rhone_alpes
36;Ferme éolienne de saint nicolas des biefs;032480000B1000;Null;56.0265;Null;E4;762411.42;6553942.13;Autorisé;Construite en service;OUI;Null;Null;Null;Null;150;0;0;0;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_auvergne_rhone_alpes
37;Ferme éolienne de saint nicolas des biefs;032480000B0995;Null;56.0265;Null;E3;762420;6553663.25;Autorisé;Construite en service;OUI;Null;Null;Null;Null;150;0;0;0;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_auvergne_rhone_alpes
38;Ferme éolienne de saint nicolas des biefs;032480000B0995;Null;56.0265;Null;E2;762578.74;6553435.86;Autorisé;Construite en service;OUI;Null;Null;Null;Null;150;0;0;0;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_auvergne_rhone_alpes
39;Ferme éolienne de saint nicolas des biefs;032480000B0993;Null;56.0265;Null;E1;762724.62;6553204.18;Autorisé;Construite en service;OUI;Null;Null;Null;Null;150;0;0;0;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_auvergne_rhone_alpes
40;Chemin de la ligue 1;03139000AD0290;Null;56.02651;Null;E4;754756.65;6545352.56;Autorisé;Construite en service;OUI;Null;Null;Null;Null;132;0;0;0;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_auvergne_rhone_alpes
41;Chemin de la ligue 1;03139000AD0215;Null;56.02651;Null;E3;754871.57;6544950.32;Autorisé;Construite en service;OUI;Null;Null;Null;Null;132;0;0;0;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_auvergne_rhone_alpes
42;Chemin de la ligue 1;03139000AE0210;Null;56.02651;Null;E2;755000.86;6544239.22;Autorisé;Construite en service;OUI;Null;Null;Null;Null;132;0;0;0;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_auvergne_rhone_alpes
43;Chemin de la ligue 1;03139000AE0210;Null;56.02651;Null;E1;755079.88;6543858.53;Autorisé;Construite en service;OUI;Null;Null;Null;Null;132;0;0;0;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_auvergne_rhone_alpes
44;Chemin de la ligue 1;031130000B0181;Null;56.02651;Null;E6;754246.67;6546738.84;Autorisé;Construite en service;OUI;Null;Null;Null;Null;132;0;0;0;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_auvergne_rhone_alpes
45;Chemin de la ligue 1;031130000B0178;Null;56.02651;Null;E5;754419.06;6546415.61;Autorisé;Construite en service;OUI;Null;Null;Null;Null;132;0;0;0;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_auvergne_rhone_alpes
46;Plateau de savernat;03136000ZD0035;Null;56.02655;Null;E1;658151.25;6579334.35;Autorisé;Construite en service;OUI;Null;Null;Null;Null;151;0;100;0;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_auvergne_rhone_alpes
47;Plateau de savernat;032460000C0226;Null;56.02655;Null;E2;658601.04;6579592.32;Autorisé;Construite en service;OUI;Null;Null;Null;Null;151;0;100;0;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_auvergne_rhone_alpes
48;Plateau de savernat;032460000C1001;Null;56.02655;Null;E3;658991.3;6579817.22;Autorisé;Construite en service;OUI;Null;Null;Null;Null;151;0;100;0;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;0;0;Null;0;Null;Null;Null;Null;0;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;Null;Null;0.0;0.0;Null;Null;Null;0;Null;Null;Null;Null;eolien_auvergne_rhone_alpes
